IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,X,Y,Location,PdId
160025714,NON-CRIMINAL,"STAY AWAY OR COURT ORDER, NON-DV RELATED",Sunday,##########,10:32,NORTHERN,"ARREST, BOOKED",800 Block of LARKIN ST,-122.41789,37.7854378,"(37.7854378471968, -122.417885441042)",1.6003E+13
160025742,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,##########,11:23,INGLESIDE,"ARREST, BOOKED",MISSION ST / TRUMBULL ST,-122.42931,37.7307429,"(37.7307429169559, -122.429306728376)",1.6003E+13
160024584,MISSING PERSON,MISSING ADULT,Friday,##########,07:00,PARK,NONE,0 Block of SHRADER ST,-122.45284,37.7745145,"(37.7745145380854, -122.452839772389)",1.6002E+13
160026035,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Sunday,##########,01:00,NORTHERN,NONE,POLK ST / SUTTER ST,-122.42012,37.7877571,"(37.7877570602411, -122.420120319204)",1.6003E+13
160026091,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,##########,11:00,BAYVIEW,NONE,0 Block of DEDMAN CT,-122.3849,37.7370621,"(37.7370621011948, -122.384904088415)",1.6003E+13
160026104,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,##########,17:00,BAYVIEW,NONE,3RD ST / NEWCOMB AV,-122.39042,37.7355926,"(37.7355926105862, -122.390416955474)",1.6003E+13
160026126,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,##########,18:16,SOUTHERN,NONE,1100 Block of FOLSOM ST,-122.40928,37.7756859,"(37.7756858832791, -122.409282266623)",1.6003E+13
160026132,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,##########,13:50,NORTHERN,"ARREST, CITED",BAY ST / WEBSTER ST,-122.43497,37.8028475,"(37.8028474981707, -122.434974754942)",1.6003E+13
160026148,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,##########,13:42,BAYVIEW,"ARREST, BOOKED",3RD ST / NEWCOMB AV,-122.39042,37.7355926,"(37.7355926105862, -122.390416955474)",1.6003E+13
160026148,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Sunday,##########,13:42,BAYVIEW,"ARREST, BOOKED",3RD ST / NEWCOMB AV,-122.39042,37.7355926,"(37.7355926105862, -122.390416955474)",1.6003E+13
160014864,FRAUD,FRAUDULENT USE OF AUTOMATED TELLER CARD,Wednesday,##########,12:55,MISSION,"ARREST, BOOKED",1700 Block of HARRISON ST,-122.41335,37.7690748,"(37.7690748003847, -122.413354187018)",1.6001E+13
160014864,WARRANTS,WARRANT ARREST,Wednesday,##########,12:55,MISSION,"ARREST, BOOKED",1700 Block of HARRISON ST,-122.41335,37.7690748,"(37.7690748003847, -122.413354187018)",1.6001E+13
160014870,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,##########,12:30,BAYVIEW,NONE,18TH ST / TEXAS ST,-122.39557,37.7626384,"(37.7626384173116, -122.395565262125)",1.6001E+13
160014886,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,##########,14:42,SOUTHERN,"ARREST, BOOKED",800 Block of HOWARD ST,-122.40379,37.7823236,"(37.7823235897616, -122.403793259489)",1.6001E+13
160014892,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,##########,12:00,INGLESIDE,NONE,WARD ST / BRUSSELS ST,-122.4021,37.7187224,"(37.7187224104135, -122.402104877312)",1.6001E+13
160014911,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,##########,13:17,CENTRAL,NONE,500 Block of TAYLOR ST,-122.41154,37.7874098,"(37.78740983565, -122.411540447656)",1.6001E+13
160026461,DRUG/NARCOTIC,SALE OF MARIJUANA,Sunday,##########,15:30,SOUTHERN,"ARREST, BOOKED",1000 Block of MARKET ST,-122.41134,37.7812707,"(37.7812707434494, -122.411339562557)",1.6003E+13
160026552,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Sunday,##########,17:10,INGLESIDE,"ARREST, BOOKED",ALPHA ST / LELAND AV,-122.40563,37.7119354,"(37.7119353727691, -122.405634443479)",1.6003E+13
160026568,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,##########,19:30,BAYVIEW,NONE,700 Block of KIRKWOOD AV,-122.37402,37.7292034,"(37.729203356539, -122.374019331833)",1.6003E+13
160026580,WARRANTS,WARRANT ARREST,Sunday,##########,15:25,INGLESIDE,"ARREST, BOOKED",RICHLAND AV / MURRAY ST,-122.42016,37.7357763,"(37.7357763298363, -122.420164211428)",1.6003E+13
160026659,BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",Friday,##########,10:00,MISSION,NONE,1400 Block of 15TH ST,-122.4171,37.7668931,"(37.7668931278499, -122.417102243898)",1.6003E+13
160015016,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,##########,15:20,TENDERLOIN,"ARREST, BOOKED",100 Block of LEAVENWORTH ST,-122.41403,37.7823291,"(37.7823291237659, -122.414029821727)",1.6002E+13
160015022,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Tuesday,##########,00:01,NORTHERN,NONE,300 Block of FULTON ST,-122.42254,37.7787959,"(37.7787958771466, -122.422536478306)",1.6002E+13
160015038,ASSAULT,ELDER ADULT OR DEPENDENT ABUSE (NOT EMBEZZLEMENT OR THEFT),Tuesday,##########,12:00,TENDERLOIN,NONE,500 Block of EDDY ST,-122.41671,37.783357,"(37.7833570390935, -122.416710733848)",1.6002E+13
160015066,SECONDARY CODES,JUVENILE INVOLVED,Wednesday,##########,15:00,TARAVAL,NONE,2200 Block of KIRKHAM ST,-122.48492,37.759532,"(37.7595319508059, -122.484915383065)",1.6002E+13
160015066,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,##########,15:00,TARAVAL,NONE,2200 Block of KIRKHAM ST,-122.48492,37.759532,"(37.7595319508059, -122.484915383065)",1.6002E+13
160015072,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Wednesday,##########,15:38,CENTRAL,"ARREST, BOOKED",100 Block of DRUMM ST,-122.39661,37.7950447,"(37.7950446763389, -122.396612261014)",1.6002E+13
160026712,NON-CRIMINAL,FIRE REPORT,Sunday,##########,16:15,BAYVIEW,NONE,KIRKWOOD AV / EARL ST,-122.37316,37.7286411,"(37.7286411315973, -122.37315864282)",1.6003E+13
160026728,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,##########,01:00,MISSION,NONE,1100 Block of TREAT AV,-122.41285,37.7517593,"(37.7517592755797, -122.412846392511)",1.6003E+13
160015226,NON-CRIMINAL,"LICENSE PLATE, RECOVERED",Wednesday,##########,12:00,BAYVIEW,NONE,1800 Block of PALOU AV,-122.39607,37.7369731,"(37.7369730787307, -122.396072849654)",1.6002E+13
160015248,ASSAULT,BATTERY,Tuesday,##########,08:00,MISSION,NONE,2400 Block of MISSION ST,-122.41903,37.7576135,"(37.7576134671742, -122.419025267752)",1.6002E+13
160015248,SECONDARY CODES,JUVENILE INVOLVED,Tuesday,##########,08:00,MISSION,NONE,2400 Block of MISSION ST,-122.41903,37.7576135,"(37.7576134671742, -122.419025267752)",1.6002E+13
160015260,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, ATT. FORCIBLE",Wednesday,##########,02:58,NORTHERN,NONE,2100 Block of FILLMORE ST,-122.43387,37.7893892,"(37.7893892227178, -122.4338668246)",1.6002E+13
160027124,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,##########,20:15,SOUTHERN,NONE,0 Block of DORE ST,-122.41305,37.7738618,"(37.7738617771611, -122.413045971966)",1.6003E+13
160027130,WARRANTS,WARRANT ARREST,Sunday,##########,19:47,TENDERLOIN,"ARREST, BOOKED",ELLIS ST / LEAVENWORTH ST,-122.41443,37.7846576,"(37.7846576329256, -122.414433155063)",1.6003E+13
160027146,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,##########,19:00,NORTHERN,NONE,1100 Block of FILLMORE ST,-122.43198,37.7800479,"(37.7800478529923, -122.431979576386)",1.6003E+13
160027152,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,##########,16:00,MISSION,NONE,3500 Block of MARKET ST,-122.44119,37.7558915,"(37.7558914956318, -122.441189937329)",1.6003E+13
160027312,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,##########,18:45,PARK,NONE,800 Block of OAK ST,-122.43331,37.7737054,"(37.7737054374941, -122.433314676574)",1.6003E+13
160027340,ASSAULT,BATTERY,Sunday,##########,21:32,BAYVIEW,NONE,0 Block of CASHMERE ST,-122.38275,37.7356588,"(37.7356587886342, -122.382745395519)",1.6003E+13
160261429,WARRANTS,WARRANT ARREST,Wednesday,03/30/2016 12:00:00 AM,03:53,NORTHERN,"ARREST, BOOKED",PINE ST / FRANKLIN ST,-122.42379,37.7892026,"(37.7892026281082, -122.423785184867)",1.6026E+13
160261651,NON-CRIMINAL,LOST PROPERTY,Saturday,03/26/2016 12:00:00 AM,05:00,RICHMOND,NONE,300 Block of 6TH AV,-122.46442,37.7819577,"(37.7819576968518, -122.464419776602)",1.6026E+13
160025554,BURGLARY,"BURGLARY,BLDG. UNDER CONSTRUCTION, FORCIBLE ENTRY",Saturday,##########,17:30,SOUTHERN,"ARREST, BOOKED",0 Block of 8TH ST,-122.4136,37.777888,"(37.7778879642123, -122.41360156412)",1.6003E+13
160025554,OTHER OFFENSES,PROBATION VIOLATION,Saturday,##########,17:30,SOUTHERN,"ARREST, BOOKED",0 Block of 8TH ST,-122.4136,37.777888,"(37.7778879642123, -122.41360156412)",1.6003E+13
160025560,DISORDERLY CONDUCT,COMMITTING PUBLIC NUISANCE,Sunday,##########,08:45,NORTHERN,NONE,0 Block of GROVE ST,-122.41743,37.7785349,"(37.7785349354394, -122.41742986085)",1.6003E+13
160025560,TRESPASS,LODGING WITHOUT PERMISSION,Sunday,##########,08:45,NORTHERN,NONE,0 Block of GROVE ST,-122.41743,37.7785349,"(37.7785349354394, -122.41742986085)",1.6003E+13
160027732,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Monday,##########,03:19,CENTRAL,"ARREST, BOOKED",GRANT AV / JACKSON ST,-122.40666,37.796024,"(37.7960239575987, -122.406657102438)",1.6003E+13
160027748,SUSPICIOUS OCC,SUSPICIOUS ACT TOWARDS CHILD,Monday,##########,01:00,BAYVIEW,NONE,1500 Block of REVERE AV,-122.38929,37.7310999,"(37.7310998921861, -122.389286347131)",1.6003E+13
160027748,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Monday,##########,01:00,BAYVIEW,NONE,1500 Block of REVERE AV,-122.38929,37.7310999,"(37.7310998921861, -122.389286347131)",1.6003E+13
160027754,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Monday,##########,03:31,NORTHERN,"ARREST, BOOKED",FRANKLIN ST / FULTON ST,-122.42171,37.7789575,"(37.7789574682026, -122.421713231971)",1.6003E+13
160022168,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,##########,22:09,TENDERLOIN,UNFOUNDED,100 Block of TURK ST,-122.41162,37.7831614,"(37.7831614109395, -122.411615075408)",1.6002E+13
160022174,VEHICLE THEFT,STOLEN TRUCK,Friday,##########,19:20,INGLESIDE,NONE,HOLLADAY AV / FAITH ST,-122.40604,37.7440762,"(37.7440761824793, -122.406036710594)",1.6002E+13
160025673,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,##########,10:35,MISSION,"ARREST, BOOKED",25TH ST / BRYANT ST,-122.40898,37.7512007,"(37.7512007485625, -122.408980216316)",1.6003E+13
160025689,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,##########,10:20,TENDERLOIN,NONE,OFARRELL ST / JONES ST,-122.41297,37.7857884,"(37.7857883766888, -122.412970537591)",1.6003E+13
160025695,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Saturday,##########,22:30,MISSION,NONE,2800 Block of 24TH ST,-122.40866,37.7528788,"(37.7528787651491, -122.408664686116)",1.6003E+13
160027760,"SEX OFFENSES, FORCIBLE",SODOMY (ADULT VICTIM),Thursday,##########,00:01,NORTHERN,NONE,700 Block of ELLIS ST,-122.41856,37.7841847,"(37.7841847091303, -122.418562097105)",1.6003E+13
160027776,LARCENY/THEFT,ATTEMPTED THEFT FROM LOCKED VEHICLE,Monday,##########,05:15,CENTRAL,NONE,800 Block of POWELL ST,-122.4092,37.7925244,"(37.792524350182, -122.409199824832)",1.6003E+13
160027776,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Monday,##########,05:15,CENTRAL,NONE,800 Block of POWELL ST,-122.4092,37.7925244,"(37.792524350182, -122.409199824832)",1.6003E+13
160027798,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Monday,##########,06:30,MISSION,NONE,2900 Block of 16TH ST,-122.41921,37.765134,"(37.7651339672499, -122.419212958008)",1.6003E+13
160027801,ARSON,ARSON OF A VEHICLE,Sunday,##########,19:15,PARK,NONE,600 Block of HAIGHT ST,-122.43294,37.771845,"(37.7718450016424, -122.43294024481)",1.6003E+13
160025902,RUNAWAY,RUNAWAY,Saturday,##########,19:00,NORTHERN,NONE,800 Block of LAGUNA ST,-122.42681,37.7787935,"(37.7787935169228, -122.426805156627)",1.6003E+13
160028081,ARSON,ARSON,Monday,##########,09:33,TENDERLOIN,NONE,0 Block of TURK ST,-122.40985,37.7832755,"(37.7832755202567, -122.409849441655)",1.6003E+13
160028683,RECOVERED VEHICLE,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Monday,##########,13:10,CENTRAL,NONE,800 Block of CHESTNUT ST,-122.41736,37.8032939,"(37.8032938546353, -122.417357825425)",1.6003E+13
160028699,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,##########,12:00,BAYVIEW,NONE,INGALLS ST / HARBOR RD,-122.37993,37.7333815,"(37.7333815339796, -122.379932683403)",1.6003E+13
160028702,BURGLARY,"BURGLARY,RESIDENCE UNDER CONSTRT, UNLAWFUL ENTRY",Friday,##########,18:30,INGLESIDE,NONE,200 Block of AMBER DR,-122.4427,37.7443967,"(37.7443967016397, -122.442699466924)",1.6003E+13
160028718,RECOVERED VEHICLE,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Monday,##########,13:23,BAYVIEW,NONE,1300 Block of SELBY ST,-122.40059,37.7389882,"(37.7389881659873, -122.40058908695)",1.6003E+13
160028730,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,##########,10:00,SOUTHERN,NONE,1200 Block of HOWARD ST,-122.41245,37.7756337,"(37.775633673443, -122.412447373124)",1.6003E+13
160028752,FRAUD,FRAUDULENT USE OF AUTOMATED TELLER CARD,Monday,##########,12:50,SOUTHERN,NONE,100 Block of 7TH ST,-122.41021,37.7785519,"(37.7785518573238, -122.410206085179)",1.6003E+13
160029108,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Monday,##########,02:21,NORTHERN,NONE,0 Block of SANCHEZ ST,-122.4312,37.7684457,"(37.7684456939511, -122.43120329125)",1.6003E+13
160029324,SECONDARY CODES,DOMESTIC VIOLENCE,Sunday,##########,23:21,NORTHERN,"ARREST, BOOKED",1600 Block of WEBSTER ST,-122.43131,37.7858706,"(37.7858706272526, -122.431309540727)",1.6003E+13
160029324,NON-CRIMINAL,CASE CLOSURE,Sunday,##########,23:21,NORTHERN,"ARREST, BOOKED",1600 Block of WEBSTER ST,-122.43131,37.7858706,"(37.7858706272526, -122.431309540727)",1.6003E+13
160029330,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Monday,##########,17:09,SOUTHERN,"ARREST, BOOKED",1000 Block of MARKET ST,-122.41107,37.7817511,"(37.7817511307229, -122.411071423064)",1.6003E+13
160029330,DRUG/NARCOTIC,SALE OF MARIJUANA,Monday,##########,17:09,SOUTHERN,"ARREST, BOOKED",1000 Block of MARKET ST,-122.41107,37.7817511,"(37.7817511307229, -122.411071423064)",1.6003E+13
160029330,WARRANTS,POST RELEASE COMMUNITY SUPERVISION,Monday,##########,17:09,SOUTHERN,"ARREST, BOOKED",1000 Block of MARKET ST,-122.41107,37.7817511,"(37.7817511307229, -122.411071423064)",1.6003E+13
160029352,LARCENY/THEFT,EMBEZZLEMENT FROM DEPENDENT OR ELDER ADULT BY CARETAKER,Monday,##########,14:38,INGLESIDE,NONE,400 Block of ELLINGTON AV,-122.44753,37.7116677,"(37.7116676649678, -122.447526215895)",1.6003E+13
160029380,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Monday,##########,15:30,CENTRAL,NONE,KEARNY ST / MARKET ST,-122.40343,37.7876431,"(37.78764305018, -122.403434086745)",1.6003E+13
160029788,OTHER OFFENSES,RESISTING ARREST,Monday,##########,18:43,INGLESIDE,"ARREST, BOOKED",ONONDAGA AV / ALEMANY BL,-122.43864,37.7216264,"(37.7216263690423, -122.438642401146)",1.6003E+13
160029788,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,##########,18:43,INGLESIDE,"ARREST, BOOKED",ONONDAGA AV / ALEMANY BL,-122.43864,37.7216264,"(37.7216263690423, -122.438642401146)",1.6003E+13
160029807,WARRANTS,ENROUTE TO PAROLE OFFICER,Monday,##########,19:41,NORTHERN,"ARREST, BOOKED",HAYES ST / BUCHANAN ST,-122.42792,37.7762521,"(37.7762520907182, -122.427917556767)",1.6003E+13
160029807,WARRANTS,WARRANT ARREST,Monday,##########,19:41,NORTHERN,"ARREST, BOOKED",HAYES ST / BUCHANAN ST,-122.42792,37.7762521,"(37.7762520907182, -122.427917556767)",1.6003E+13
160029829,ASSAULT,BATTERY,Monday,##########,17:45,TENDERLOIN,NONE,300 Block of ELLIS ST,-122.41199,37.7850227,"(37.7850226622786, -122.411987643595)",1.6003E+13
160029976,NON-CRIMINAL,AIDED CASE,Monday,##########,20:27,TARAVAL,NONE,0 Block of GENEVA AV,-122.45093,37.7225208,"(37.7225208462244, -122.450929424436)",1.6003E+13
160029976,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,##########,20:27,TARAVAL,NONE,0 Block of GENEVA AV,-122.45093,37.7225208,"(37.7225208462244, -122.450929424436)",1.6003E+13
160029998,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,##########,23:55,TENDERLOIN,NONE,HYDE ST / TURK ST,-122.41569,37.7825852,"(37.7825851968467, -122.415694922134)",1.6003E+13
160030729,VEHICLE THEFT,STOLEN TRUCK,Monday,##########,16:30,INGLESIDE,NONE,OCEAN AV / ALEMANY BL,-122.43744,37.7237174,"(37.7237173829812, -122.437438118789)",1.6003E+13
160030735,RUNAWAY,RUNAWAY,Tuesday,##########,07:40,RICHMOND,JUVENILE BOOKED,800 Block of EUCLID AV,-122.45849,37.7837952,"(37.7837951529214, -122.458490740585)",1.6003E+13
160030826,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Tuesday,##########,09:03,PARK,"ARREST, BOOKED",1200 Block of COLE ST,-122.4493,37.7628616,"(37.7628616479521, -122.449295041202)",1.6003E+13
160030876,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,##########,20:45,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034,37.7754207,"(37.775420706711, -122.403404791479)",1.6003E+13
160275828,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Sunday,##########,22:18,SOUTHERN,"ARREST, BOOKED",900 Block of FOLSOM ST,-122.40497,37.7789338,"(37.7789337876718, -122.404974448604)",1.6028E+13
160275834,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,##########,15:00,CENTRAL,NONE,1500 Block of THE EMBARCADERONORTH ST,-122.40814,37.8078603,"(37.8078603496682, -122.408136108062)",1.6028E+13
160275925,ASSAULT,ELDER ADULT OR DEPENDENT ABUSE (NOT EMBEZZLEMENT OR THEFT),Sunday,##########,20:00,PARK,NONE,2400 Block of GEARY BL,-122.4436,37.7826435,"(37.7826435280939, -122.443597047511)",1.6028E+13
160275925,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,##########,20:00,PARK,NONE,2400 Block of GEARY BL,-122.4436,37.7826435,"(37.7826435280939, -122.443597047511)",1.6028E+13
160015715,SECONDARY CODES,DOMESTIC VIOLENCE,Wednesday,##########,18:35,MISSION,NONE,1100 Block of FLORIDA ST,-122.41007,37.7535286,"(37.7535286261938, -122.410072713581)",1.6002E+13
160015715,ASSAULT,THREATS AGAINST LIFE,Wednesday,##########,18:35,MISSION,NONE,1100 Block of FLORIDA ST,-122.41007,37.7535286,"(37.7535286261938, -122.410072713581)",1.6002E+13
160015721,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,##########,18:58,MISSION,NONE,100 Block of FAIROAKS ST,-122.42414,37.7542932,"(37.7542932129691, -122.424142545488)",1.6002E+13
160015737,ASSAULT,BATTERY,Wednesday,##########,18:00,TARAVAL,NONE,1200 Block of 15TH AV,-122.47279,37.7646817,"(37.7646817096397, -122.472785857895)",1.6002E+13
160015759,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,##########,19:28,BAYVIEW,"ARREST, BOOKED",EVANS AV / RANKIN ST,-122.39218,37.7451015,"(37.745101531365, -122.392184416166)",1.6002E+13
160015765,OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,##########,19:00,MISSION,"ARREST, BOOKED",CESAR CHAVEZ ST / HARRISON ST,-122.41149,37.7482978,"(37.7482978316683, -122.411486365637)",1.6002E+13
160015765,DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL,Wednesday,##########,19:00,MISSION,"ARREST, BOOKED",CESAR CHAVEZ ST / HARRISON ST,-122.41149,37.7482978,"(37.7482978316683, -122.411486365637)",1.6002E+13
160031620,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Wednesday,##########,16:27,CENTRAL,NONE,200 Block of GEARY ST,-122.40741,37.7874074,"(37.7874074125228, -122.407413025963)",1.6003E+13
160032305,FORGERY/COUNTERFEITING,"FORGERY, NOTES",Thursday,##########,19:30,PARK,NONE,1200 Block of 5TH AV,-122.46206,37.7656389,"(37.7656388816677, -122.462059943885)",1.6003E+13
160015931,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,##########,19:10,TARAVAL,NONE,45TH AV / NORIEGA ST,-122.50433,37.7530101,"(37.7530101139167, -122.504330609817)",1.6002E+13
160015947,NON-CRIMINAL,FOUND PROPERTY,Wednesday,##########,21:05,MISSION,NONE,LIBERTY ST / CHURCH ST,-122.42797,37.7572919,"(37.757291921351, -122.427972178216)",1.6002E+13
160015953,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Wednesday,##########,05:07,SOUTHERN,NONE,1000 Block of HOWARD ST,-122.40908,37.7781387,"(37.7781386710561, -122.409084680843)",1.6002E+13
160015953,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Wednesday,##########,05:07,SOUTHERN,NONE,1000 Block of HOWARD ST,-122.40908,37.7781387,"(37.7781386710561, -122.409084680843)",1.6002E+13
160032606,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,##########,18:48,TARAVAL,"ARREST, BOOKED",SUNSET BL / LAKE MERCED BL,-122.49347,37.7295951,"(37.7295950708457, -122.493468495006)",1.6003E+13
160032612,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,##########,16:36,NORTHERN,NONE,400 Block of HAIGHT ST,-122.42964,37.7722643,"(37.7722642986091, -122.429644614552)",1.6003E+13
160032628,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,##########,10:30,RICHMOND,NONE,400 Block of CABRILLO ST,-122.46335,37.7754478,"(37.7754478045928, -122.46335438669)",1.6003E+13
160032634,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,##########,19:04,TARAVAL,"ARREST, BOOKED",JUNIPERO SERRA BL / 19TH AV,-122.47257,37.7171734,"(37.7171734075622, -122.472570418291)",1.6003E+13
160032775,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,##########,19:34,NORTHERN,NONE,1000 Block of EDDY ST,-122.42578,37.7823192,"(37.7823192392643, -122.42577891406)",1.6003E+13
160016111,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Wednesday,##########,22:30,SOUTHERN,"ARREST, BOOKED",FOLSOM ST / THE EMBARCADEROSOUTH ST,-122.39009,37.7907639,"(37.7907638589303, -122.390094248247)",1.6002E+13
160032797,OTHER OFFENSES,CONSPIRACY,Tuesday,##########,15:40,TARAVAL,"ARREST, BOOKED",3200 Block of 20TH AV,-122.47565,37.7285281,"(37.7285280627465, -122.475647460786)",1.6003E+13
160032935,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Tuesday,##########,19:30,SOUTHERN,"ARREST, BOOKED",0 Block of 4TH ST,-122.40558,37.785466,"(37.7854659679151, -122.405582629186)",1.6003E+13
160033193,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Tuesday,##########,22:40,MISSION,"ARREST, BOOKED",2700 Block of 24TH ST,-122.40681,37.7529905,"(37.7529905294566, -122.406813640773)",1.6003E+13
160033284,TRESPASS,TRESPASSING,Monday,##########,01:08,CENTRAL,NONE,100 Block of KEARNY ST,-122.40377,37.7891209,"(37.7891209250026, -122.403772249989)",1.6003E+13
160033450,MISSING PERSON,MISSING ADULT,Monday,##########,22:00,BAYVIEW,NONE,100 Block of BOUTWELL ST,-122.40548,37.7347988,"(37.7347987740694, -122.405478287283)",1.6003E+13
160033450,MISSING PERSON,FOUND PERSON,Monday,##########,22:00,BAYVIEW,NONE,100 Block of BOUTWELL ST,-122.40548,37.7347988,"(37.7347987740694, -122.405478287283)",1.6003E+13
160033557,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Tuesday,##########,22:30,BAYVIEW,NONE,1100 Block of CAROLINA ST,-122.39949,37.7545388,"(37.7545387867459, -122.399494991459)",1.6003E+13
160034408,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, UNLAWFUL ENTRY",Wednesday,01/13/2016 12:00:00 AM,09:00,SOUTHERN,"ARREST, BOOKED",1200 Block of MISSION ST,-122.41358,37.7770436,"(37.7770436202636, -122.413583483648)",1.6003E+13
160034408,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Wednesday,01/13/2016 12:00:00 AM,09:00,SOUTHERN,"ARREST, BOOKED",1200 Block of MISSION ST,-122.41358,37.7770436,"(37.7770436202636, -122.413583483648)",1.6003E+13
160034458,OTHER OFFENSES,CONSPIRACY,Wednesday,01/13/2016 12:00:00 AM,11:44,INGLESIDE,NONE,2500 Block of ALEMANY BL,-122.44664,37.7150634,"(37.7150634322987, -122.446639499125)",1.6003E+13
160287168,LARCENY/THEFT,GRAND THEFT FROM PERSON,Thursday,##########,15:00,SOUTHERN,NONE,0 Block of BLUXOME ST,-122.39683,37.776764,"(37.7767640297712, -122.396829271959)",1.6029E+13
160287174,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,##########,12:00,RICHMOND,NONE,500 Block of JOHNFKENNEDY DR,-122.4662,37.7725405,"(37.7725405391593, -122.466204667893)",1.6029E+13
